timestamp,open,high,low,close,volume
2025-12-08 21:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-08 22:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-08 23:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 00:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 01:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 02:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 03:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 04:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 05:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 06:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 07:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 08:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 09:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 10:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 11:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 12:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 13:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 14:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 15:00:00+00:00,0.03308,0.03308,0.03308,0.03308,0.0
2025-12-09 16:00:00+00:00,0.03383,0.03383,0.03383,0.03383,354.0
2025-12-09 17:00:00+00:00,0.03383,0.03383,0.03383,0.03383,0.0
2025-12-09 18:00:00+00:00,0.03383,0.03383,0.03383,0.03383,0.0
2025-12-09 19:00:00+00:00,0.03383,0.03383,0.03383,0.03383,0.0
2025-12-09 20:00:00+00:00,0.03383,0.03383,0.03383,0.03383,0.0
2025-12-09 21:00:00+00:00,0.03282,0.03282,0.03282,0.03282,358.0
2025-12-09 22:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-09 23:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 00:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 01:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 02:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 03:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 04:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 05:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 06:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 07:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 08:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 09:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 10:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 11:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 12:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 13:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 14:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 15:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 16:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 17:00:00+00:00,0.03282,0.03282,0.03282,0.03282,0.0
2025-12-10 18:00:00+00:00,0.03472,0.03472,0.03472,0.03472,1065.0
2025-12-10 19:00:00+00:00,0.03472,0.03472,0.03472,0.03472,0.0
2025-12-10 20:00:00+00:00,0.03366,0.03366,0.03366,0.03366,29.0
2025-12-10 21:00:00+00:00,0.03366,0.03366,0.03366,0.03366,0.0
2025-12-10 22:00:00+00:00,0.03366,0.03366,0.03366,0.03366,0.0
2025-12-10 23:00:00+00:00,0.03366,0.03366,0.03366,0.03366,0.0
2025-12-11 00:00:00+00:00,0.03366,0.03366,0.03366,0.03366,0.0
2025-12-11 01:00:00+00:00,0.03366,0.03366,0.03366,0.03366,0.0
2025-12-11 02:00:00+00:00,0.03366,0.03366,0.03366,0.03366,0.0
2025-12-11 03:00:00+00:00,0.03366,0.03366,0.03366,0.03366,0.0
2025-12-11 04:00:00+00:00,0.0317,0.0317,0.0317,0.0317,105.0
2025-12-11 05:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 06:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 07:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 08:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 09:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 10:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 11:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 12:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 13:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 14:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 15:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 16:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 17:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 18:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 19:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 20:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 21:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 22:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-11 23:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 00:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 01:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 02:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 03:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 04:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 05:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 06:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 07:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 08:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 09:00:00+00:00,0.0317,0.0317,0.0317,0.0317,0.0
2025-12-12 10:00:00+00:00,0.03418,0.03418,0.03418,0.03418,919.0
2025-12-12 11:00:00+00:00,0.03418,0.03418,0.03418,0.03418,0.0
2025-12-12 12:00:00+00:00,0.03418,0.03418,0.03418,0.03418,0.0
2025-12-12 13:00:00+00:00,0.03418,0.03418,0.03418,0.03418,0.0
2025-12-12 14:00:00+00:00,0.03418,0.03418,0.03418,0.03418,0.0
2025-12-12 15:00:00+00:00,0.03315,0.03315,0.03315,0.03315,929.0
2025-12-12 16:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-12 17:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-12 18:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-12 19:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-12 20:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-12 21:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-12 22:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-12 23:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-13 00:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-13 01:00:00+00:00,0.03315,0.03315,0.03315,0.03315,0.0
2025-12-13 02:00:00+00:00,0.034,0.034,0.034,0.034,771.0
2025-12-13 03:00:00+00:00,0.034,0.034,0.034,0.034,0.0
2025-12-13 04:00:00+00:00,0.034,0.034,0.034,0.034,0.0
2025-12-13 05:00:00+00:00,0.034,0.034,0.034,0.034,0.0
2025-12-13 06:00:00+00:00,0.034,0.034,0.034,0.034,0.0
2025-12-13 07:00:00+00:00,0.034,0.034,0.034,0.034,0.0
2025-12-13 08:00:00+00:00,0.03599,0.03599,0.03599,0.03599,83.0
2025-12-13 09:00:00+00:00,0.03599,0.03599,0.03599,0.03599,0.0
2025-12-13 10:00:00+00:00,0.03599,0.03599,0.03599,0.03599,0.0
2025-12-13 11:00:00+00:00,0.03579,0.03579,0.03579,0.03579,711.0
2025-12-13 12:00:00+00:00,0.03553,0.03553,0.03553,0.03553,5588.0
2025-12-13 13:00:00+00:00,0.03545,0.03545,0.03545,0.03545,84.0
2025-12-13 14:00:00+00:00,0.03545,0.03545,0.03545,0.03545,0.0
2025-12-13 15:00:00+00:00,0.03523,0.03523,0.03523,0.03523,57.0
2025-12-13 16:00:00+00:00,0.03523,0.03523,0.03523,0.03523,0.0
2025-12-13 17:00:00+00:00,0.03523,0.03523,0.03523,0.03523,0.0
2025-12-13 18:00:00+00:00,0.03523,0.03523,0.03523,0.03523,0.0
2025-12-13 19:00:00+00:00,0.03299,0.03299,0.03299,0.03299,280.0
2025-12-13 20:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-13 21:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-13 22:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-13 23:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 00:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 01:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 02:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 03:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 04:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 05:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 06:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 07:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 08:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 09:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 10:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 11:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 12:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 13:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 14:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 15:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 16:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 17:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 18:00:00+00:00,0.03299,0.03299,0.03299,0.03299,0.0
2025-12-14 19:00:00+00:00,0.0323,0.0323,0.0323,0.0323,786.0
2025-12-14 20:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-14 21:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-14 22:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-14 23:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 00:00:00+00:00,0.0323,0.0323,0.0323,0.0323,300.0
2025-12-15 01:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 02:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 03:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 04:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 05:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 06:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 07:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 08:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 09:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 10:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 11:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 12:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 13:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 14:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 15:00:00+00:00,0.0323,0.0323,0.0323,0.0323,0.0
2025-12-15 16:00:00+00:00,0.0311,0.0311,0.0311,0.0311,3000.0
2025-12-15 17:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-15 18:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-15 19:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-15 20:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-15 21:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-15 22:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-15 23:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-16 00:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-16 01:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-16 02:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-16 03:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-16 04:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-16 05:00:00+00:00,0.0311,0.0311,0.0311,0.0311,0.0
2025-12-16 06:00:00+00:00,0.03164,0.03164,0.03164,0.03164,1043.0
2025-12-16 07:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 08:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 09:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 10:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 11:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 12:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 13:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 14:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 15:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 16:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 17:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 18:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 19:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 20:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 21:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 22:00:00+00:00,0.03164,0.03164,0.03164,0.03164,0.0
2025-12-16 23:00:00+00:00,0.0293,0.0293,0.0293,0.0293,479.0
2025-12-17 00:00:00+00:00,0.02971,0.02971,0.02971,0.02971,105.0
2025-12-17 01:00:00+00:00,0.03,0.03,0.03,0.03,687.0
2025-12-17 02:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 03:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 04:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 05:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 06:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 07:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 08:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 09:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 10:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 11:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 12:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 13:00:00+00:00,0.03,0.03,0.03,0.03,7843.0
2025-12-17 14:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 15:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 16:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 17:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 18:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 19:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 20:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 21:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 22:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-17 23:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-18 00:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-18 01:00:00+00:00,0.03,0.03,0.03,0.03,0.0
2025-12-18 02:00:00+00:00,0.0315,0.0315,0.0315,0.0315,122.0
2025-12-18 03:00:00+00:00,0.03152,0.03158,0.03152,0.03158,9919.0
2025-12-18 04:00:00+00:00,0.03158,0.03158,0.03158,0.03158,0.0
2025-12-18 05:00:00+00:00,0.02873,0.02873,0.02873,0.02873,791.0
2025-12-18 06:00:00+00:00,0.0276,0.0276,0.0276,0.0276,8914.0
2025-12-18 07:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 08:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 09:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 10:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 11:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 12:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 13:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 14:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 15:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 16:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 17:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 18:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 19:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 20:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 21:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 22:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-18 23:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 00:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 01:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 02:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 03:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 04:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 05:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 06:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 07:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 08:00:00+00:00,0.0276,0.0276,0.0276,0.0276,0.0
2025-12-19 09:00:00+00:00,0.03159,0.03169,0.03159,0.03169,3814.0
2025-12-19 10:00:00+00:00,0.03169,0.03169,0.03169,0.03169,0.0
2025-12-19 11:00:00+00:00,0.03169,0.03169,0.03169,0.03169,0.0
2025-12-19 12:00:00+00:00,0.03109,0.03109,0.03109,0.03109,131.0
2025-12-19 13:00:00+00:00,0.03109,0.03109,0.03109,0.03109,0.0
2025-12-19 14:00:00+00:00,0.03317,0.03317,0.03317,0.03317,313.0
2025-12-19 15:00:00+00:00,0.03383,0.03479,0.0329,0.0329,644.0
2025-12-19 16:00:00+00:00,0.03502,0.03583,0.03502,0.03583,43637.0
2025-12-19 17:00:00+00:00,0.03583,0.03583,0.03583,0.03583,0.0
2025-12-19 18:00:00+00:00,0.03476,0.03476,0.03476,0.03476,325.0
2025-12-19 19:00:00+00:00,0.03476,0.03476,0.03476,0.03476,0.0
2025-12-19 20:00:00+00:00,0.03476,0.03476,0.03476,0.03476,0.0
2025-12-19 21:00:00+00:00,0.03476,0.03476,0.03476,0.03476,0.0
2025-12-19 22:00:00+00:00,0.03479,0.0348,0.03398,0.03398,4000.0
2025-12-19 23:00:00+00:00,0.03398,0.03398,0.03398,0.03398,0.0
2025-12-20 00:00:00+00:00,0.03398,0.03398,0.03398,0.03398,0.0
2025-12-20 01:00:00+00:00,0.03398,0.03398,0.03398,0.03398,0.0
2025-12-20 02:00:00+00:00,0.03398,0.03398,0.03398,0.03398,0.0
2025-12-20 03:00:00+00:00,0.03697,0.03935,0.03692,0.03891,30581.0
2025-12-20 04:00:00+00:00,0.03717,0.03987,0.03717,0.03987,3985.0
2025-12-20 05:00:00+00:00,0.03949,0.03949,0.03949,0.03949,14939.0
2025-12-20 06:00:00+00:00,0.03802,0.03802,0.03605,0.03802,3504.0
2025-12-20 07:00:00+00:00,0.038,0.038,0.038,0.038,1786.0
2025-12-20 08:00:00+00:00,0.03608,0.03608,0.03608,0.03608,2605.0
2025-12-20 09:00:00+00:00,0.03667,0.03857,0.03667,0.03857,322.0
2025-12-20 10:00:00+00:00,0.03857,0.03857,0.03857,0.03857,0.0
2025-12-20 11:00:00+00:00,0.03857,0.03857,0.03857,0.03857,0.0
2025-12-20 12:00:00+00:00,0.03857,0.03857,0.03857,0.03857,0.0
2025-12-20 13:00:00+00:00,0.03857,0.03857,0.03857,0.03857,0.0
2025-12-20 14:00:00+00:00,0.03857,0.03857,0.03857,0.03857,0.0
2025-12-20 15:00:00+00:00,0.03625,0.03625,0.03605,0.03605,2215.0
2025-12-20 16:00:00+00:00,0.03463,0.03615,0.03463,0.03615,1088.0
2025-12-20 17:00:00+00:00,0.03638,0.03638,0.03638,0.03638,110.0
2025-12-20 18:00:00+00:00,0.03638,0.03638,0.03638,0.03638,0.0
2025-12-20 19:00:00+00:00,0.03638,0.03638,0.03638,0.03638,0.0
2025-12-20 20:00:00+00:00,0.03638,0.03638,0.03638,0.03638,0.0
2025-12-20 21:00:00+00:00,0.03574,0.03574,0.03574,0.03574,1234.0
2025-12-20 22:00:00+00:00,0.03689,0.03696,0.03689,0.03696,715.0
2025-12-20 23:00:00+00:00,0.03696,0.03696,0.03696,0.03696,0.0
2025-12-21 00:00:00+00:00,0.03696,0.03696,0.03696,0.03696,0.0
2025-12-21 01:00:00+00:00,0.03479,0.03479,0.03479,0.03479,259.0
2025-12-21 02:00:00+00:00,0.03479,0.03479,0.03479,0.03479,0.0
2025-12-21 03:00:00+00:00,0.03479,0.03479,0.03479,0.03479,0.0
2025-12-21 04:00:00+00:00,0.03479,0.03479,0.03479,0.03479,0.0
2025-12-21 05:00:00+00:00,0.03719,0.03719,0.03719,0.03719,430.0
2025-12-21 06:00:00+00:00,0.03719,0.03719,0.03719,0.03719,0.0
2025-12-21 07:00:00+00:00,0.03594,0.03594,0.03594,0.03594,839.0
2025-12-21 08:00:00+00:00,0.03816,0.03816,0.03816,0.03816,262.0
2025-12-21 09:00:00+00:00,0.03753,0.03753,0.03753,0.03753,71.0
2025-12-21 10:00:00+00:00,0.03753,0.03753,0.03753,0.03753,0.0
2025-12-21 11:00:00+00:00,0.03753,0.03753,0.03753,0.03753,0.0
2025-12-21 12:00:00+00:00,0.03663,0.03663,0.03663,0.03663,266.0
2025-12-21 13:00:00+00:00,0.03663,0.03663,0.03663,0.03663,0.0
2025-12-21 14:00:00+00:00,0.0354,0.0354,0.03363,0.0337,12636.0
2025-12-21 15:00:00+00:00,0.0337,0.0337,0.0337,0.0337,0.0
2025-12-21 16:00:00+00:00,0.03697,0.03714,0.03697,0.03714,569.0
2025-12-21 17:00:00+00:00,0.03714,0.03714,0.03714,0.03714,0.0
2025-12-21 18:00:00+00:00,0.03714,0.03714,0.03714,0.03714,0.0
2025-12-21 19:00:00+00:00,0.03714,0.03714,0.03714,0.03714,0.0
2025-12-21 20:00:00+00:00,0.03714,0.03714,0.03714,0.03714,0.0
2025-12-21 21:00:00+00:00,0.03714,0.03714,0.03714,0.03714,0.0
2025-12-21 22:00:00+00:00,0.03714,0.03714,0.03714,0.03714,0.0
2025-12-21 23:00:00+00:00,0.03565,0.03565,0.03565,0.03565,514.0
2025-12-22 00:00:00+00:00,0.03651,0.03651,0.03651,0.03651,257.0
2025-12-22 01:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 02:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 03:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 04:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 05:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 06:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 07:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 08:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 09:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 10:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 11:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 12:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 13:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 14:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 15:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 16:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 17:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 18:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 19:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 20:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 21:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 22:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-22 23:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-23 00:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-23 01:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-23 02:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
2025-12-23 03:00:00+00:00,0.03651,0.03651,0.03651,0.03651,0.0
